,contextWindow,solutionWindow,trainMSE,testMSE
39,960.0,60.0,0.0003240825209790476,0.00035023556163193997
40,10.0,110.0,0.00036610853334878297,0.00036929104892158044
41,60.0,110.0,0.0003595710575301445,0.00035822033029460983
42,110.0,110.0,0.000358558878001009,0.00036539129939243485
43,160.0,110.0,0.0003576637748613117,0.0003501618811253605
44,210.0,110.0,0.00035594759307018043,0.0003591873714308451
45,260.0,110.0,0.0003558087699984745,0.0003555757348250916
46,310.0,110.0,0.00035149479193940337,0.0003527600384111604
47,360.0,110.0,0.0003450631954306999,0.00035875560841893886
48,410.0,110.0,0.0003419974028847554,0.0003838486371285534
49,460.0,110.0,0.0003453493192823326,0.00035570372087274
50,510.0,110.0,0.0003471472349343822,0.0003484615476145276
51,560.0,110.0,0.0003470608217408187,0.0003635203614810112
52,610.0,110.0,0.000346147097507758,0.00037523688382883947
53,660.0,110.0,0.0003479038178024924,0.0003674576596327404
54,710.0,110.0,0.0003468913012041817,0.0003918085984619025
55,760.0,110.0,0.0003512338457039516,0.00037611772974207236
56,810.0,110.0,0.0003482277344907025,0.000339553105290556
57,860.0,110.0,0.0003400464734735128,0.00033830333325210547
58,910.0,110.0,0.0003330474591106542,0.00035077226766674723
59,960.0,110.0,0.00032256299537362736,0.0003645089074931113
60,10.0,160.0,0.00036650623581229054,0.00034483133398365153
61,60.0,160.0,0.0003599628922508017,0.0003606296281524431
62,110.0,160.0,0.00036050854008850186,0.00034076660829586344
63,160.0,160.0,0.00035681776573061997,0.0003692379867550449
64,210.0,160.0,0.00035428377796530486,0.0003835208821725727
65,260.0,160.0,0.00035336408552944675,0.0003692965190787528
66,310.0,160.0,0.0003505116390451173,0.00035704438779487487
67,360.0,160.0,0.00034696552725463895,0.0003590319342659601
68,410.0,160.0,0.00034946312912316897,0.0003377829168501345
69,460.0,160.0,0.00034529232062608577,0.00038071253940200056
70,510.0,160.0,0.0003506664639695826,0.0003584633942668265
71,560.0,160.0,0.00035064785081859943,0.0003455705800449087
72,610.0,160.0,0.00035078110159764245,0.0003604948675859669
73,660.0,160.0,0.00035341175768444056,0.00035108205143058024
74,710.0,160.0,0.0003513925332762989,0.00037244759033932585
75,760.0,160.0,0.00035023225413600344,0.0003792695854953205
76,810.0,160.0,0.00034407167368638483,0.0003511943977035418
77,860.0,160.0,0.00033860493597029134,0.00035312949240396774
78,910.0,160.0,0.00033055020482623376,0.00031941432379891126
79,960.0,160.0,0.00031800131878938025,0.00031671845646835184
80,10.0,210.0,0.0003608338131775764,0.0003880047958661206
81,60.0,210.0,0.0003590506359102942,0.00036925892524469284
82,110.0,210.0,0.0003604469513100557,0.00034612220012234765
83,160.0,210.0,0.00035736601172200246,0.0003669187491806537
84,210.0,210.0,0.00035710261366964,0.00035221571636792317
85,260.0,210.0,0.0003534706763433151,0.0003614492502333915
86,310.0,210.0,0.00034971465773898084,0.00036783282826894834
87,360.0,210.0,0.0003496072191834658,0.0003496759508993158
88,410.0,210.0,0.0003470471440665574,0.0003743474025227729
89,460.0,210.0,0.00035183982195745615,0.00034746377649472735
90,510.0,210.0,0.00035034730119983627,0.0003600795341510803
91,560.0,210.0,0.000352081037051061,0.0003507650240492957
92,610.0,210.0,0.00035519094385947237,0.0003470845556734125
93,660.0,210.0,0.00035444068412812153,0.00035742307439589265
94,710.0,210.0,0.0003562967088438069,0.00034824853212822994
95,760.0,210.0,0.00035222279000414117,0.00034503930526477076
96,810.0,210.0,0.000346107899317028,0.00034333127485389355
97,860.0,210.0,0.00033768127053515764,0.0003337588040548102
98,910.0,210.0,0.0003228440615322769,0.00032928546334388644
99,960.0,210.0,0.00031220603844473566,0.0003205953828051492
100,10.0,260.0,0.00036171375627255657,0.00037072609437301476
101,60.0,260.0,0.0003603634645963401,0.0003573158520585236
102,110.0,260.0,0.000358350975546595,0.00036338057535716735
103,160.0,260.0,0.00035504368153159145,0.0003789880330297846
104,210.0,260.0,0.00035508688302026147,0.0003567894552379981
105,260.0,260.0,0.0003543765143324258,0.0003430029903068972
106,310.0,260.0,0.00035291650847264116,0.0003388036885195544
107,360.0,260.0,0.00034952643336162096,0.00035587392898497113
108,410.0,260.0,0.00035207861641955784,0.0003426009655816144
109,460.0,260.0,0.00035216771311960196,0.000345704696079357
110,510.0,260.0,0.0003520809832478831,0.00035246514894572196
111,560.0,260.0,0.00035285454627084246,0.0003592309763943031
112,610.0,260.0,0.00035703329720026373,0.00034743741763262496
113,660.0,260.0,0.000355642268858488,0.0003507197440474846
114,710.0,260.0,0.00035383421230672507,0.0003389629516669768
115,760.0,260.0,0.00034789188547109225,0.00036078078234954035
116,810.0,260.0,0.00034101907566910805,0.00034539570855443807
117,860.0,260.0,0.0003288212631642343,0.0003447688710985325
118,910.0,260.0,0.0003173448542285982,0.0003229265331379264
119,960.0,260.0,0.0003079024785918409,0.000309057396777037
120,10.0,310.0,0.0003614276990804258,0.0003676848353569001
121,60.0,310.0,0.00036021995060247976,0.0003513034662474356
122,110.0,310.0,0.0003553366183235047,0.0003776597611217297
123,160.0,310.0,0.00035652568431630073,0.00034851241991553804
124,210.0,310.0,0.0003532739627857523,0.0003619957114377535
125,260.0,310.0,0.00035352327821628487,0.00034519612040296227
126,310.0,310.0,0.0003527116693954746,0.00034119180958346024
127,360.0,310.0,0.0003495713842705612,0.0003656684220955068
128,410.0,310.0,0.00035204631042853093,0.0003417432870540725
129,460.0,310.0,0.0003529643706641419,0.0003419836710050972
130,510.0,310.0,0.0003526658311268876,0.0003620664848453848
131,560.0,310.0,0.00035430838067782147,0.00035728917912753794
132,610.0,310.0,0.00035189523677081136,0.00037795166302917704
133,660.0,310.0,0.00035244995174346677,0.00035614421686800394
134,710.0,310.0,0.00034815668529229596,0.0003681897905802451
135,760.0,310.0,0.00034600535052522026,0.0003380264917746962
136,810.0,310.0,0.00033639789137939293,0.00032623269695004073
137,860.0,310.0,0.00032372188185402905,0.0003388852472996812
138,910.0,310.0,0.0003135199747261899,0.000311883521914809
139,960.0,310.0,0.0003050364366042205,0.0003067499087668178
140,10.0,360.0,0.0003598503317561617,0.0003650190538450115
141,60.0,360.0,0.00035786856517239354,0.00035580008183114676
142,110.0,360.0,0.00035526529688853866,0.0003584094400586481
143,160.0,360.0,0.00035434275445349187,0.0003494247771496678
144,210.0,360.0,0.00035344125796832803,0.00034611475049967815
145,260.0,360.0,0.00035173456947831756,0.0003508033059571374
146,310.0,360.0,0.00035217427614926737,0.0003459317415976756
147,360.0,360.0,0.0003500093351044652,0.00035061131154841475
148,410.0,360.0,0.0003503934400076902,0.00035710499460875003
149,460.0,360.0,0.0003508231993955522,0.0003667092869160778
150,510.0,360.0,0.00035458866971938555,0.0003505250198215982
151,560.0,360.0,0.00035239331199076054,0.00036546132010900005
152,610.0,360.0,0.00035124384939221607,0.00035968530205740073
153,660.0,360.0,0.00034975931176406915,0.00034977039993452095
154,710.0,360.0,0.00034557890311305047,0.00035033207980138275
155,760.0,360.0,0.0003372213950043656,0.0003367399552649478
156,810.0,360.0,0.00032787244011584974,0.0003362581222411012
157,860.0,360.0,0.0003161288526696548,0.000333103976849232
158,910.0,360.0,0.00030766265304094315,0.0003240306150642843
159,960.0,360.0,0.00030056853192563237,0.0003130997139314115
160,10.0,410.0,0.000357217595856639,0.00036881552467524367
161,60.0,410.0,0.0003552864382215188,0.00035508611723806014
162,110.0,410.0,0.0003540189897839229,0.00035005017793109675
163,160.0,410.0,0.000350906055740874,0.00036733391079782053
164,210.0,410.0,0.0003495424395635431,0.0003710340857709138
165,260.0,410.0,0.0003510166413623274,0.00035306181557311534
166,310.0,410.0,0.000350927458830717,0.0003444504449752895
167,360.0,410.0,0.0003499159773964286,0.0003520060090534168
168,410.0,410.0,0.00035081061997618184,0.00035364696942601087
169,460.0,410.0,0.0003516197569362565,0.00035788517577429145
170,510.0,410.0,0.0003525624680397332,0.0003478233900798863
171,560.0,410.0,0.00035063876136390564,0.00035331409835310135
172,610.0,410.0,0.0003490771183741397,0.00034855274801458746
173,660.0,410.0,0.0003468127268678537,0.00034433849531110547
174,710.0,410.0,0.0003371755501133302,0.00036066167021197015
175,760.0,410.0,0.00033065830688497035,0.0003363341068315609
176,810.0,410.0,0.0003209225963344434,0.0003347928190983606
177,860.0,410.0,0.0003127063062164588,0.000324249572623935
178,910.0,410.0,0.00030461235904799034,0.00031887438769079995
179,960.0,410.0,0.00029760377620014855,0.00031756081414957153
180,10.0,460.0,0.00035474089635546753,0.0003679154798996591
181,60.0,460.0,0.00035355388809389535,0.0003530522841772666
182,110.0,460.0,0.00035140402659530396,0.00035811022312858795
183,160.0,460.0,0.00035206826058601097,0.00034364932307678187
184,210.0,460.0,0.000352091120338994,0.0003419351583130748
185,260.0,460.0,0.00035016323364228566,0.00034868835306262855
186,310.0,460.0,0.0003509276191421044,0.00033879012234908946
187,360.0,460.0,0.0003500431886954751,0.00034823360062965103
188,410.0,460.0,0.0003494632550434555,0.00036068647334901876
189,460.0,460.0,0.00035130087974786324,0.00034292318859083996
190,510.0,460.0,0.0003490495915928236,0.00035641692686561467
191,560.0,460.0,0.00034898662297862476,0.00034191578874350224
192,610.0,460.0,0.00034614465249018666,0.0003392109036376379
193,660.0,460.0,0.0003379781526869567,0.0003554677920210246
194,710.0,460.0,0.00033241181357208553,0.0003337495871376995
195,760.0,460.0,0.0003247106911882489,0.0003270530501618832
196,810.0,460.0,0.0003169462831268424,0.00031773204503781466
197,860.0,460.0,0.0003103249490892532,0.00030329317615682995
198,910.0,460.0,0.00030086686154314054,0.0003146368048683788
199,960.0,460.0,0.0002962505030295034,0.00030281387648713545
200,10.0,510.0,0.00035482291876393665,0.0003462271425779766
201,60.0,510.0,0.0003525706743940838,0.000344944388526384
202,110.0,510.0,0.0003505391631290202,0.000351282928339323
203,160.0,510.0,0.0003508336294007797,0.00035025480066418647
204,210.0,510.0,0.00035004562408481383,0.0003428191081321899
205,260.0,510.0,0.0003499915109669586,0.0003439137864878899
206,310.0,510.0,0.0003474102409117589,0.0003640279838388617
207,360.0,510.0,0.00034828029486756013,0.00035522695982212395
208,410.0,510.0,0.0003496614378390826,0.0003421831256162746
209,460.0,510.0,0.0003471402276651088,0.00035594928082364634
210,510.0,510.0,0.000345496441710535,0.0003606157681137042
211,560.0,510.0,0.00034332653664404894,0.0003561770928220963
212,610.0,510.0,0.00033897409938367574,0.00034615484557952496
213,660.0,510.0,0.0003347200147980519,0.0003238098943828952
214,710.0,510.0,0.00032553003146785657,0.000338272182432089
215,760.0,510.0,0.00032034673425681724,0.000318207985677355
216,810.0,510.0,0.0003133465497353904,0.00031085168056451334
217,860.0,510.0,0.00030742358119724666,0.00029500290848917955
218,910.0,510.0,0.00029924529819234594,0.0003039853531153179
219,960.0,510.0,0.0002946758951578219,0.0002913378884250614
220,10.0,560.0,0.0003531580523230571,0.00034520872611228445
221,60.0,560.0,0.00035033629847139807,0.0003506834442044414
222,110.0,560.0,0.0003499773351694345,0.0003512162157109109
223,160.0,560.0,0.0003488765737691953,0.00034951918016464645
224,210.0,560.0,0.00034930920671826383,0.00034211828985949294
225,260.0,560.0,0.0003482906339306472,0.0003510657199422012
226,310.0,560.0,0.00034782999948726093,0.0003538586990511572
227,360.0,560.0,0.000347231881892917,0.0003518413296932214
228,410.0,560.0,0.00034463794108840454,0.00036661690573780583
229,460.0,560.0,0.00034482229051342804,0.0003553488320490269
230,510.0,560.0,0.00034388297733994156,0.0003421227419445272
231,560.0,560.0,0.0003391583159976635,0.0003379669060338385
232,610.0,560.0,0.0003351625598359817,0.00031993180336146077
233,660.0,560.0,0.00032744308734931877,0.0003350568534979295
234,710.0,560.0,0.00032032152649443083,0.00033693700777286345
235,760.0,560.0,0.00031588065303198324,0.0003155978709713511
236,810.0,560.0,0.0003089834351903723,0.00031175912836858404
237,860.0,560.0,0.00030341315452763097,0.00029417990720075553
238,910.0,560.0,0.0002974056207108974,0.000296521057403748
239,960.0,560.0,0.0002920506952288849,0.00029622479916173005
240,10.0,610.0,0.00035142554720725666,0.0003489442238348072
241,60.0,610.0,0.0003494916880908801,0.0003538054911502143
242,110.0,610.0,0.00034764579384984187,0.00035827895605666245
243,160.0,610.0,0.0003483214165642705,0.0003496297768772319
244,210.0,610.0,0.0003484802483233181,0.00034793927465196547
245,260.0,610.0,0.00035011125393533197,0.00033245793453681087
246,310.0,610.0,0.00034722092232807137,0.000348353853972621
247,360.0,610.0,0.0003459264242314745,0.00034467328186510183
248,410.0,610.0,0.00034491653542867065,0.0003439649919312124
249,460.0,610.0,0.00034277559287816347,0.00034286389122926243
250,510.0,610.0,0.0003382212707828676,0.00034104678627362673
251,560.0,610.0,0.0003328659828130061,0.0003441283307697437
252,610.0,610.0,0.00032901878190157434,0.00032730677970529764
253,660.0,610.0,0.00032182246130348487,0.0003368289282717988
254,710.0,610.0,0.0003176070684954804,0.00031906708697031346
255,760.0,610.0,0.0003115076784548732,0.0003180330556289037
256,810.0,610.0,0.00030627206949322325,0.0003036196347263633
257,860.0,610.0,0.00030031963393895386,0.0003022522818198346
258,910.0,610.0,0.00029549118719344883,0.0002886907967681094
259,960.0,610.0,0.0002898063000808561,0.0002932420611192311
260,10.0,660.0,0.00035029479312857884,0.0003558402249733874
261,60.0,660.0,0.000349922674449331,0.0003400921667463281
262,110.0,660.0,0.0003475661331315234,0.0003566116611482169
263,160.0,660.0,0.0003469476473852062,0.00036135835833884356
264,210.0,660.0,0.00034713854876644096,0.00035745792778064483
265,260.0,660.0,0.0003478122868161546,0.00034572112123675843
266,310.0,660.0,0.00034601502181705183,0.00034538348816793153
267,360.0,660.0,0.0003432216482960188,0.00035536322030458624
268,410.0,660.0,0.00034333269833836507,0.00033246415748971656
269,460.0,660.0,0.00033808410667833717,0.0003437335236900093
270,510.0,660.0,0.0003331497980727492,0.00034218274649006563
271,560.0,660.0,0.00032866463541088515,0.0003361495267108566
272,610.0,660.0,0.0003237631533418044,0.0003331165631957635
273,660.0,660.0,0.00031896688589216844,0.0003276214874108147
274,710.0,660.0,0.00031492303294841726,0.0003126240799291156
275,760.0,660.0,0.00030886738779488724,0.0003142191237652838
276,810.0,660.0,0.0003053231223999371,0.0002910926260482196
277,860.0,660.0,0.0002980102270257952,0.0003015741808329768
278,910.0,660.0,0.0002938445813950839,0.00028730293411598765
279,960.0,660.0,0.00028783464629029813,0.00029383081531700995
280,10.0,710.0,0.0003502624801358568,0.0003485557847942144
281,60.0,710.0,0.0003487801054567783,0.00034955969409410374
282,110.0,710.0,0.00034724348590561686,0.0003602173627308591
283,160.0,710.0,0.00034973099830478945,0.0003379438276333636
284,210.0,710.0,0.0003474736709432685,0.0003508670345405524
285,260.0,710.0,0.0003473236488335865,0.00033860813509227266
286,310.0,710.0,0.0003443725071574615,0.00034817650291425707
287,360.0,710.0,0.0003445519694131997,0.00032239142945652313
288,410.0,710.0,0.0003384809792156498,0.0003389131403017542
289,460.0,710.0,0.00033518387967243626,0.00032968627535294584
290,510.0,710.0,0.00032845892281433797,0.0003469466833084246
291,560.0,710.0,0.0003251570490231201,0.0003320258605295623
292,610.0,710.0,0.00032116426003094516,0.00032312194792393075
293,660.0,710.0,0.0003170439409076438,0.00031390654836894154
294,710.0,710.0,0.0003120141225802463,0.0003133860609158047
295,760.0,710.0,0.0003070594435416583,0.00030746809462148424
296,810.0,710.0,0.0003019916246981859,0.0003006144885574087
297,860.0,710.0,0.0002964855117568099,0.00029592902252890724
298,910.0,710.0,0.0002913386068600493,0.00029375511789537145
299,960.0,710.0,0.00028657502323452705,0.00029549946048112297
300,10.0,760.0,0.0003488004510038137,0.0003604127743939374
301,60.0,760.0,0.0003477236527489903,0.0003607880518692918
302,110.0,760.0,0.00034826337482634625,0.0003522245482371045
303,160.0,760.0,0.0003489993608395423,0.00034139869915381554
304,210.0,760.0,0.0003460975507069589,0.0003526507007106432
305,260.0,760.0,0.0003465822142976095,0.0003334120342655577
306,310.0,760.0,0.0003438616587414869,0.00033516256186269115
307,360.0,760.0,0.00033884930893364706,0.00034039309636573216
308,410.0,760.0,0.00033523581009576973,0.000331784449027603
309,460.0,760.0,0.000329370505044836,0.00034598757009201566
310,510.0,760.0,0.0003257499402233996,0.0003372799621018332
311,560.0,760.0,0.00032290098226136913,0.00032287740749046396
312,610.0,760.0,0.0003176465258658043,0.0003246211741077982
313,660.0,760.0,0.00031483338638730484,0.0003113622069811194
314,710.0,760.0,0.00030997565860502787,0.00031370073437737915
315,760.0,760.0,0.0003048371576329956,0.00030838640293557955
316,810.0,760.0,0.0003004621923849261,0.000297134786982409
317,860.0,760.0,0.00029450947978702997,0.0002979380869897039
318,910.0,760.0,0.0002900528893325588,0.00029311771480243607
319,960.0,760.0,0.0002863817272554371,0.0002911671880194508
320,10.0,810.0,0.00034914338688566023,0.00036013213127748345
321,60.0,810.0,0.0003486209064517081,0.00035454157974063423
322,110.0,810.0,0.00034962643412615925,0.00033711876845427034
323,160.0,810.0,0.00034790203993592786,0.0003391982294830007
324,210.0,810.0,0.0003463664997232376,0.00034019094257039736
325,260.0,810.0,0.00034346060958668546,0.00034409674829909555
326,310.0,810.0,0.00034025741208055496,0.00033417113386971335
327,360.0,810.0,0.0003350137556505355,0.000339167496641857
328,410.0,810.0,0.0003300592055127686,0.0003465535851932956
329,460.0,810.0,0.0003269097066195358,0.0003354335534862924
330,510.0,810.0,0.00032353126374512194,0.00032935784195166703
331,560.0,810.0,0.00032034059736757724,0.00031792580816067503
332,610.0,810.0,0.0003167484287879577,0.0003139412195530325
333,660.0,810.0,0.0003110587715295607,0.00032349845771475447
334,710.0,810.0,0.00030742259546289396,0.0003133856179334294
335,760.0,810.0,0.0003018534864328275,0.00031696545189957386
336,810.0,810.0,0.00029847884896847405,0.00029842433382983285
337,860.0,810.0,0.00029303363498119913,0.0002994554035848418
338,910.0,810.0,0.0002887577263059532,0.00029584863053179364
339,960.0,810.0,0.00028570981818096486,0.0002868259200514239
340,10.0,860.0,0.00035124556665182434,0.0003406070363216752
341,60.0,860.0,0.0003472708026987373,0.00036329916032687556
342,110.0,860.0,0.000348878127862378,0.0003344158571564418
343,160.0,860.0,0.0003467123952638993,0.0003402404850624041
344,210.0,860.0,0.00034387202356975363,0.0003456174986074184
345,260.0,860.0,0.00034128775015774556,0.000333469338105205
346,310.0,860.0,0.0003368204634168514,0.0003319398108985932
347,360.0,860.0,0.000331623708537238,0.00033815837837522603
348,410.0,860.0,0.00032747168481254036,0.00033774840531511764
349,460.0,860.0,0.00032606438421532756,0.00031630594407744395
350,510.0,860.0,0.0003214595010049712,0.00032088221982411755
351,560.0,860.0,0.0003184280054640831,0.00031246442508037014
352,610.0,860.0,0.00031440159933718824,0.0003117847559282668
353,660.0,860.0,0.0003104350985065845,0.00030960358659202505
354,710.0,860.0,0.00030536412131604605,0.0003119807390885651
355,760.0,860.0,0.0003022326985552991,0.00029628462935234857
356,810.0,860.0,0.0002979442518623422,0.0002904570394101447
357,860.0,860.0,0.0002918167259683783,0.00030025879806362
358,910.0,860.0,0.0002888989610956589,0.00028606932644741317
359,960.0,860.0,0.0002843458802272189,0.00028656290285972093
360,10.0,910.0,0.0003513764325087013,0.0003350253954197142
361,60.0,910.0,0.0003470700174041881,0.000354528187052108
362,110.0,910.0,0.0003464963312965003,0.00034644093669066936
363,160.0,910.0,0.00034444627829852923,0.00034416495623618284
364,210.0,910.0,0.000340997262382356,0.00034162350594031156
365,260.0,910.0,0.0003364998582034292,0.0003447571546932501
366,310.0,910.0,0.0003329224440419005,0.00033562520771294736
367,360.0,910.0,0.00032997213411093833,0.0003235452122005673
368,410.0,910.0,0.00032728396961723724,0.0003126771655302766
369,460.0,910.0,0.0003222323682529932,0.0003235041826250584
370,510.0,910.0,0.0003184293903157386,0.0003256311672123275
371,560.0,910.0,0.0003156704937715066,0.0003171398177717692
372,610.0,910.0,0.00031123693626786575,0.0003193832636784436
373,660.0,910.0,0.0003082429570392511,0.0003105295158099352
374,710.0,910.0,0.00030504752049157965,0.0002992609196787326
375,760.0,910.0,0.00029987382293712733,0.00030334750040335594
376,810.0,910.0,0.0002959791636621509,0.0002947586974596035
377,860.0,910.0,0.00029140174680336134,0.00029349321506245155
378,910.0,910.0,0.00028682010398012645,0.00028586960561717773
379,960.0,910.0,0.0002826290988575871,0.0002862541465328317
380,10.0,960.0,0.00034776586808777857,0.00035847980852362867
381,60.0,960.0,0.00034650248878571996,0.0003509780639923169
382,110.0,960.0,0.00034424743132883425,0.0003505952383396695
383,160.0,960.0,0.00034124178586262817,0.0003457815274135508
384,210.0,960.0,0.0003377882541356345,0.00033967765284253717
385,260.0,960.0,0.0003339570995019549,0.00033666797654289664
386,310.0,960.0,0.0003308269645909969,0.00032594922133661274
387,360.0,960.0,0.00032700588302887946,0.0003250398030230935
388,410.0,960.0,0.00032180422999465285,0.0003369471241769803
389,460.0,960.0,0.0003202554643213695,0.00032047540565886053
390,510.0,960.0,0.0003175483037812201,0.00031446411878981845
391,560.0,960.0,0.0003134701744408172,0.00031617248108316623
392,610.0,960.0,0.00030869444974161855,0.00032345953717881424
393,660.0,960.0,0.00030565231332483765,0.0003129929115281547
394,710.0,960.0,0.00030243439209726186,0.0003064894210218109
395,760.0,960.0,0.0002980433951411304,0.00030730761966398456
396,810.0,960.0,0.0002953081078467208,0.00029175864546952243
397,860.0,960.0,0.00028991066264577467,0.00029029216687375087
398,910.0,960.0,0.00028564985931442486,0.0002845432172583267
